Date,Time,StoreID,CustomerID,OrderID,Product,Price
2024-09-06,10:26,2174,457626,6326,Amber Wedding Bands,8606.55
2024-02-06,14:14,2174,457626,2694,Emerald Engagement Ring,5582.94
2024-06-26,13:41,2174,457626,9899,Ivory Nose Ring,3048.12
2023-11-23,20:19,2174,230397,8942,Pearl Bracelet,6543.43
2024-09-28,19:34,2174,230397,4009,Amber Wedding Bands,8606.55
2024-02-25,09:50,2174,230397,7753,Amber Pin,7272.37
2024-09-21,16:41,2174,230397,2368,Jade Brooch,9080.58
2024-02-19,18:48,2174,230397,5118,Turquoise Ring,8429.58
2024-04-25,06:24,2174,447154,9409,Yellow Gold Nose Ring,1805.47
2024-01-08,03:50,2174,905882,6395,Yellow Gold Wedding Ring,7610.06
2024-04-20,10:04,2174,905882,6219,White Gold Bracelet,7436.53
2024-05-13,00:25,2174,905882,3874,Garnet Pendant,8652.27
2024-04-24,07:51,2174,850242,6722,Ruby Necklace,2331.19
2023-11-18,21:50,2174,850242,6492,Yellow Gold Wedding Ring,4338.61
2024-02-15,15:46,2174,850242,4457,Jade Brooch,9080.58
2024-04-19,23:03,2174,850242,1381,Amber Brooch,1236.99
2024-03-31,06:22,2681,466952,2493,Silver Ear Cuff,4846.08
2024-07-29,01:04,2681,174307,8951,Rose Gold Wedding Ring,3355.83
2024-10-25,08:56,2681,174307,7631,Rose Gold Pin,7203.35
2024-05-16,22:25,2681,174307,3009,Aquamarine Pendant,4404.47
2023-11-10,21:27,2681,174307,5694,Yellow Gold Earrings,9490.42
2023-11-13,03:53,2681,174307,2830,Titanium Pin,6445.17
2024-07-02,21:07,2681,672689,9531,Titanium Anklet,2632.88
2024-05-16,21:47,2681,672689,8056,Amethyst Engagement Ring,4992.7
2024-01-10,17:44,2681,672689,3456,Diamond Wedding Ring,5161.87
2024-07-31,12:05,2681,311931,2038,Diamond Wedding Ring,5161.87
2024-10-27,02:26,2681,311931,4956,Aquamarine Pendant,2723.34
2024-10-04,21:27,2681,969059,7663,Rose Gold Pin,7203.35
2024-10-12,12:42,2681,969059,1069,Aquamarine Pendant,2723.34
2024-07-15,19:10,2681,549631,6951,Turquoise Wedding Ring,3007.09
2024-05-27,19:00,2681,873820,1502,Amber Wedding Ring,7694.52
2024-05-15,12:47,2681,873820,6852,Platinum Anklet,231.21
2024-05-13,13:22,2681,873820,5438,Turquoise Wedding Bands,9897.19
2024-07-22,02:05,2681,873820,9074,Turquoise Wedding Ring,3007.09
2024-04-06,09:57,2681,873820,7749,Turquoise Wedding Ring,3007.09
2023-12-13,14:07,2681,297370,8800,Amethyst Engagement Ring,4992.7
2024-06-10,17:58,2681,297370,4154,Yellow Gold Ear Cuff,8366.37
2024-01-29,22:19,2681,297370,2237,Rose Gold Pin,7203.35
2024-09-06,15:15,2681,297370,5354,Amber Wedding Ring,7694.52
2024-07-15,11:01,2681,198840,9372,Onyx Necklace,3977.71
2023-11-11,07:07,2681,198840,6806,Amber Pin,561.22
2024-03-21,12:57,2681,198840,8941,Jade Wedding Ring,8280.09
2024-10-01,14:28,2681,198840,3182,Amber Earrings,9106.15
2024-05-18,00:40,2681,198840,8065,Topaz Wedding Ring,5975.05
2024-10-25,07:57,2681,997740,4667,Silver Ear Cuff,4846.08
2024-07-14,16:45,2681,997740,5750,Platinum Ring,5597.31
2024-01-06,22:04,2681,997740,9809,Turquoise Wedding Bands,9897.19
2024-01-04,01:23,2681,997740,8236,Yellow Gold Earrings,9490.42
2024-04-17,13:59,2681,285254,5348,Platinum Ring,5597.31
2024-01-18,21:08,2681,285254,2717,Platinum Ring,5597.31
2023-12-15,22:39,2681,285254,3122,Rose Gold Pin,7203.35
2024-06-10,09:38,2681,657897,6735,Ruby Engagement Ring,3190.42
2024-01-22,18:16,2681,712775,6813,Topaz Nose Ring,7981.48
2024-06-18,05:21,2681,712775,4575,Amethyst Nose Ring,8350.63
2024-03-24,20:51,2681,477114,7731,Amber Earrings,9106.15
2024-01-12,10:12,2681,477114,1156,Turquoise Wedding Ring,3007.09
2024-02-23,04:25,2681,477114,7837,Aquamarine Ring,887.92
2024-04-16,17:51,2681,785032,3273,Titanium Pin,6445.17
2024-09-05,10:49,2681,785032,1926,Rose Gold Pin,7203.35
2024-08-14,07:10,2681,785032,8625,Amber Pin,561.22
2024-01-20,11:23,2681,518477,4188,Amber Pin,561.22
2024-10-06,04:07,2681,518477,4920,Topaz Bracelet,9594.55
2024-10-02,21:24,2681,518477,8150,Platinum Anklet,231.21
2024-08-31,22:04,2024,773079,8919,Aquamarine Bracelet,6308.24
2023-11-16,02:32,2024,773079,4338,Opal Necklace,3184.85
2024-02-13,00:03,2024,773079,1577,Onyx Pendant,9999.9
2024-08-08,00:54,2024,773079,9164,Ivory Wedding Ring,5653.94
2024-03-25,17:16,2024,331105,8685,Turquoise Brooch,3775.58
2023-11-14,13:33,2024,331105,5774,Topaz Wedding Bands,6181.64
2023-12-21,10:39,2024,331105,8779,Titanium Necklace,8662.73
2024-04-27,08:53,2024,331105,7861,Platinum Pin,3387.73
2024-05-10,00:35,2024,331105,7567,White Gold Wedding Bands,209.6
2023-11-14,09:57,2024,438429,6639,White Gold Nose Ring,3035.29
2024-04-25,12:33,2024,438429,6304,Topaz Earrings,9792.7
2024-08-31,05:53,2024,438429,1453,Topaz Wedding Bands,5179.64
2024-02-15,10:49,2024,438429,1768,Jade Ear Cuff,1825.48
2024-02-27,00:53,2024,438429,5933,Yellow Gold Bracelet,7199.99
2023-11-16,23:41,2024,806376,6545,Diamond Ring,7651.36
2024-01-07,03:29,2024,806376,8354,Titanium Necklace,9000.49
2024-10-14,16:13,2024,806376,5235,Topaz Earrings,9792.7
2024-06-09,15:43,2024,806376,2259,Platinum Pin,3387.73
2024-07-27,14:02,2024,387713,5807,Platinum Pendant,2568.97
2024-08-26,19:10,2024,387713,9256,Ruby Bracelet,8840.45
2023-12-11,11:24,2024,387713,7687,Yellow Gold Nose Ring,1125.72
2024-08-05,20:58,2024,257201,3896,Ivory Wedding Bands,2514.86
2024-05-03,11:34,2024,257201,3329,Topaz Bracelet,6147.31
2024-03-15,07:10,2024,257201,7173,Emerald Earrings,9812.8
2023-12-16,11:52,2024,954423,1410,Amethyst Brooch,6443.52
2023-11-21,16:41,2024,954423,9731,Aquamarine Bracelet,6308.24
2024-11-06,19:09,2024,954423,9535,Diamond Brooch,2215.53
2024-01-31,23:58,2024,954423,1238,Diamond Ring,7651.36
2023-12-31,14:32,2024,954423,7495,Turquoise Brooch,3775.58
2024-02-07,15:59,2024,370490,1337,Onyx Pendant,9999.9
2024-07-05,02:36,2024,370490,4068,Aquamarine Ear Cuff,6079.51
2023-12-15,22:44,2024,370490,4199,Ruby Wedding Ring,5912.85
2024-10-31,14:33,2024,962578,3600,Emerald Pin,1337.6
2024-06-24,05:52,2024,962578,5290,Turquoise Brooch,3775.58
2024-01-25,08:30,2024,962578,4800,Emerald Earrings,9812.8
2024-03-12,04:49,2024,962578,6121,Amethyst Wedding Ring,3163.0
2024-02-16,05:33,2024,201849,1323,Silver Bracelet,1469.23
2023-11-26,01:17,2024,201849,5647,Aquamarine Ear Cuff,6079.51
2024-09-21,08:32,2024,719544,9180,Pearl Brooch,5782.85
2024-03-06,14:28,2024,940923,9436,Platinum Pin,3387.73
2024-06-06,10:45,2024,940923,3996,Aquamarine Bracelet,389.86
2024-08-04,08:57,2024,940923,7162,Ruby Wedding Ring,5912.85
2024-02-05,16:05,2024,940923,8847,Turquoise Brooch,3775.58
2024-01-17,20:54,2024,940923,2909,Amber Pendant,4048.37
2023-11-10,11:31,9294,414543,7546,Amethyst Wedding Bands,2637.35
2024-07-28,07:30,9294,472238,3177,Silver Earrings,3974.11
2023-12-14,03:52,9294,472238,9279,Topaz Bracelet,3237.93
2023-11-24,16:38,9294,472238,1552,Titanium Ear Cuff,6864.29
2024-01-13,05:39,9294,472238,7163,White Gold Wedding Bands,2317.97
2024-06-28,15:59,9294,472238,3045,Topaz Bracelet,3237.93
2024-10-11,18:22,9294,923312,1652,Ruby Nose Ring,3869.0
2023-11-21,05:00,9294,536402,3927,Turquoise Pin,9689.94
2024-06-16,20:34,9294,536402,7396,Emerald Ear Cuff,5059.76
2024-01-19,01:22,9294,536402,6045,Ruby Ring,5858.76
2023-11-24,04:41,9294,536402,4940,Turquoise Earrings,2220.38
2024-02-29,20:47,9294,536402,6957,Emerald Pendant,7219.05
2024-02-05,13:57,9294,544521,3882,White Gold Wedding Bands,2317.97
2024-05-08,22:35,9294,733656,6495,Onyx Wedding Ring,2697.96
2023-12-03,04:07,9294,733656,4003,Onyx Wedding Ring,2697.96
2024-10-23,16:43,9294,733656,8090,Emerald Pendant,7219.05
2024-06-08,01:42,9294,647299,6907,Opal Wedding Bands,6943.51
2024-01-31,09:45,9294,647299,6473,Diamond Nose Ring,8923.72
2024-08-31,03:59,9294,647299,1804,Opal Wedding Ring,9085.59
2023-11-17,11:09,9294,647299,1647,Emerald Pendant,7219.05
2024-05-09,23:45,9294,376551,8424,Ruby Ring,5858.76
2024-01-29,07:59,9294,376551,2905,Opal Wedding Ring,9085.59
2024-07-31,04:03,9294,376551,1495,Jade Wedding Bands,5344.96
2024-08-28,12:38,9294,698128,1125,Ruby Nose Ring,3869.0
2024-06-14,14:45,9294,698128,7101,Diamond Ring,9043.39
2024-10-16,02:43,9294,698128,9844,Diamond Nose Ring,8923.72
2024-10-10,13:21,9294,698128,4693,Emerald Pin,5336.11
2024-01-24,05:55,9294,554372,8223,Diamond Nose Ring,8923.72
2024-05-07,07:32,9294,939028,5584,Diamond Ring,9043.39
2023-12-05,09:17,9294,939028,9074,Turquoise Earrings,2220.38
2024-07-15,17:34,9294,939028,5616,Opal Ring,7428.46
2023-12-16,11:24,9294,939028,3058,Diamond Ring,9043.39
2024-09-28,19:24,9294,939028,8996,Garnet Anklet,6551.27
2023-12-06,04:21,9294,383724,3523,White Gold Wedding Bands,2317.97
2024-07-20,17:18,9294,383724,4457,Jade Wedding Bands,5344.96
2023-12-22,03:59,9294,383724,2167,Opal Wedding Ring,9085.59
2024-08-27,01:50,3200,227129,7408,Amethyst Anklet,64.64
2023-12-23,04:28,3200,207393,6458,Amber Pin,370.02
2024-07-31,15:04,3200,207393,3596,Aquamarine Pin,6470.4
2024-09-07,02:16,3200,470228,1019,Yellow Gold Ring,3931.39
2024-03-16,00:50,3200,470228,9213,Platinum Wedding Bands,4339.55
2024-10-15,12:02,3200,470228,7526,White Gold Brooch,5405.44
2024-07-15,08:25,3200,470228,8970,Amber Pin,370.02
2023-12-17,11:24,3200,470228,9136,Ivory Necklace,6570.45
2024-10-12,16:45,3200,789587,3084,Aquamarine Pin,6470.4
2024-02-10,14:46,3200,789587,1732,Diamond Engagement Ring,6580.86
2024-06-26,10:42,3200,670176,8653,Yellow Gold Wedding Bands,7786.94
2024-11-02,21:59,3200,670176,7694,Opal Earrings,6195.79
2024-06-23,18:57,3200,670176,7288,Yellow Gold Bracelet,9924.69
2024-01-22,10:47,3200,670176,3517,Garnet Brooch,9780.25
2024-03-25,00:39,6538,258500,5096,Amber Bracelet,1402.74
2024-01-14,01:12,6538,258500,6638,Ivory Wedding Bands,2809.28
2023-12-18,18:11,6538,258500,6995,Sapphire Necklace,5893.52
2024-01-13,15:23,6538,258500,8797,Turquoise Brooch,7752.74
2024-06-20,10:54,6538,177115,5134,Titanium Pin,3254.48
2024-06-08,18:33,6538,177115,7247,Ivory Wedding Bands,2809.28
2024-04-15,15:37,6538,177115,3603,Amethyst Wedding Bands,5139.03
2024-05-30,15:39,6538,177115,9452,Ruby Wedding Bands,1437.74
2024-03-25,12:55,6538,650868,1163,Turquoise Ear Cuff,9881.75
2024-08-23,07:01,6538,650868,7548,Amber Earrings,6816.96
2024-04-12,08:27,6538,650868,4605,Diamond Earrings,9737.88
2024-08-27,19:03,6538,315140,7611,Titanium Pin,3254.48
2024-03-26,13:33,6538,454506,2028,Amber Earrings,6816.96
2024-06-04,23:07,6538,347782,2971,Diamond Earrings,9737.88
2024-03-15,13:01,6538,347782,4190,Sapphire Necklace,5893.52
2024-02-12,05:59,6538,347782,8496,Diamond Earrings,9737.88
2024-03-14,11:04,6538,624060,1898,Yellow Gold Bracelet,9221.39
2024-02-06,10:20,6538,624060,2843,Ruby Wedding Bands,1437.74
2023-12-16,11:05,6538,624060,8569,Emerald Nose Ring,2359.73
2024-09-25,19:57,6538,452049,4341,Ruby Wedding Bands,1437.74
2024-06-01,01:11,6538,361815,5238,Amethyst Bracelet,440.89
2024-07-23,18:50,6538,361815,7229,Pearl Necklace,564.9
2024-08-30,07:15,6538,224065,4915,Pearl Necklace,564.9
2024-03-31,11:01,6538,224065,2529,Yellow Gold Anklet,2866.43
2024-07-23,05:26,6538,224065,9803,Amethyst Wedding Bands,5139.03
2024-01-17,03:12,6538,224065,6747,Yellow Gold Anklet,2866.43
2024-04-24,16:00,6538,224065,6812,Ivory Wedding Bands,2809.28
2024-09-07,23:26,6538,340081,5787,Yellow Gold Bracelet,9221.39
2024-02-20,06:34,6538,340081,4514,Amethyst Wedding Ring,5442.64
2024-06-04,13:31,6538,340081,4488,Sapphire Necklace,5893.52
2024-09-29,08:42,7840,229138,4311,Amber Necklace,4922.42
2024-09-02,01:51,7840,229138,4152,Yellow Gold Wedding Bands,2823.13
2023-12-23,06:33,7840,229138,7814,Emerald Anklet,9716.45
2024-06-26,16:42,7840,935677,1763,White Gold Earrings,9031.68
2024-10-12,09:29,7840,935677,5192,Emerald Anklet,9716.45
2024-07-16,10:51,7840,935677,9496,Titanium Necklace,6089.58
2024-10-08,09:03,7840,280685,7684,Yellow Gold Pendant,5294.39
2024-07-28,13:31,7840,280685,1602,Turquoise Brooch,9619.81
2024-03-31,20:48,7840,280685,8893,Aquamarine Anklet,6382.08
2023-12-30,04:34,7840,280685,9065,Emerald Bracelet,3164.38
2024-03-01,03:20,7840,672582,7788,Garnet Wedding Ring,4972.07
2023-11-27,16:32,7840,672582,7682,White Gold Wedding Bands,991.43
2023-12-03,03:57,7840,672582,7013,Garnet Earrings,5786.94
2024-09-22,20:01,7840,342493,3335,Yellow Gold Earrings,9320.62
2024-09-01,10:31,7840,342493,1493,Titanium Pin,9045.43
2024-10-19,19:27,7840,165867,8059,Yellow Gold Wedding Bands,2823.13
2024-07-26,23:50,7840,165867,2588,Titanium Pin,9045.43
2024-01-20,01:32,7840,165867,1586,Pearl Bracelet,9901.78
2024-03-29,11:56,7840,165867,3271,Platinum Ring,7687.16
2024-08-06,03:21,7840,165867,5926,Platinum Wedding Bands,5600.78
2024-09-14,21:40,7840,664849,1096,White Gold Earrings,9031.68
2023-11-29,16:58,7840,621163,9007,Yellow Gold Earrings,9320.62
2024-06-09,02:25,4897,154233,9710,Ruby Pin,8905.0
2024-09-11,08:47,4897,272106,6106,Ivory Necklace,8862.67
2024-09-23,02:45,4897,634292,1229,Ruby Pin,8905.0
2024-08-13,14:50,4897,634292,8660,Diamond Wedding Bands,9163.99
2024-07-14,11:34,4897,634292,1441,Rose Gold Ear Cuff,8734.34
2024-08-14,12:18,4897,634292,8792,White Gold Necklace,6446.44
2024-09-05,14:52,4897,503616,9975,Ruby Earrings,7391.65
2024-03-02,00:29,4897,948077,9178,White Gold Ear Cuff,7428.81
2024-10-24,17:51,4897,948077,6185,Silver Wedding Ring,6301.67
2024-10-24,03:56,4897,948077,1640,Ruby Pin,5888.32
2024-11-01,14:16,4897,509770,4249,Ivory Necklace,8862.67
2024-05-25,00:09,4897,509770,1901,Rose Gold Ear Cuff,8734.34
2024-09-28,15:43,4897,509770,4174,Turquoise Ring,9356.51
2024-05-12,00:02,4897,509770,5637,Ivory Wedding Bands,3053.89
2024-04-05,23:25,4897,509770,7733,Turquoise Ear Cuff,6548.5
2024-05-14,13:53,4897,222909,9842,Amethyst Bracelet,9478.44
2024-08-28,07:23,4897,222909,2958,Yellow Gold Pendant,3126.47
2024-02-07,03:58,4897,222909,9197,White Gold Engagement Ring,1256.34
2024-01-19,08:24,4897,222909,1614,White Gold Ear Cuff,7428.81
2024-06-05,03:07,4897,222909,5476,Topaz Necklace,2840.14
2024-01-11,07:47,4897,174949,1255,Topaz Necklace,2840.14
2024-02-09,22:12,4897,792937,8736,Jade Bracelet,8337.2
2023-11-18,16:49,4897,792937,6501,Yellow Gold Pendant,3126.47
2024-09-25,12:55,4897,792937,7689,Ruby Pin,8905.0
2024-03-18,05:36,4897,792937,7430,Diamond Earrings,9869.03
2023-12-13,12:50,4897,639979,6499,Rose Gold Ear Cuff,8734.34
2024-02-18,16:46,4897,639979,3144,Yellow Gold Pendant,3126.47
2024-02-09,12:33,4897,639979,1218,Topaz Pin,7031.87
2023-11-16,13:25,4897,627746,9327,Rose Gold Earrings,1028.5
2024-04-15,21:52,4897,627746,6049,Ruby Pin,8905.0
2024-03-25,02:52,4897,627746,1320,Ruby Pin,8905.0
2023-12-29,16:46,4897,627746,3984,White Gold Ear Cuff,7428.81
2024-09-17,11:39,7009,359142,7928,White Gold Pendant,7137.18
2024-09-18,05:45,7009,359142,8166,Platinum Bracelet,1666.45
2024-06-28,19:54,7009,359142,1369,Emerald Earrings,3009.85
2024-06-18,04:14,7009,359142,6626,Sapphire Wedding Bands,4893.36
2024-03-29,18:44,7009,359142,7637,Jade Nose Ring,3906.8
2024-06-30,09:45,7009,420241,3627,Emerald Pendant,4974.38
2024-02-27,08:45,7009,420241,2183,Platinum Ring,3858.38
2024-01-27,18:23,7009,420241,3808,Amber Wedding Bands,4621.27
2023-11-17,03:39,7009,452225,8499,Opal Wedding Bands,4786.91
2024-10-05,07:40,7009,501923,3247,White Gold Bracelet,6335.29
2024-03-28,21:50,7009,501923,8150,Platinum Ring,3858.38
2023-12-04,05:41,7009,162919,7547,Opal Brooch,1823.48
2024-01-03,00:04,7009,162919,6546,Rose Gold Earrings,8427.52
2024-09-21,19:51,7009,801009,5858,Platinum Bracelet,1666.45
2024-04-04,01:15,7009,801009,2078,White Gold Necklace,1981.63
2024-04-29,04:01,7009,801009,6176,Amber Wedding Bands,4621.27
2023-11-14,10:05,7009,801009,5057,Onyx Pin,8927.19
2024-01-24,21:17,7009,801009,7157,Ruby Ear Cuff,1046.97
2024-05-04,07:35,7009,324190,3986,Yellow Gold Brooch,3090.59
2024-10-02,14:44,7009,986959,4375,Opal Wedding Bands,4786.91
2024-06-13,08:41,7009,986959,6731,Yellow Gold Brooch,4769.48
2024-07-22,17:02,7009,986959,9575,Ivory Wedding Ring,5480.67
2023-11-12,22:20,7009,986959,4809,Amber Wedding Bands,4621.27
2023-12-20,16:36,7009,986959,5439,Rose Gold Earrings,8427.52
2024-02-29,01:09,4611,628870,5920,Opal Brooch,3754.75
2024-04-22,19:42,4611,628870,9846,Topaz Brooch,2856.83
2024-06-14,00:20,4611,280841,8118,Silver Necklace,8708.6
2024-06-01,19:06,4611,280841,2044,Opal Pendant,4111.51
2024-06-06,21:36,4611,280841,5735,Rose Gold Wedding Bands,3534.38
2023-11-18,07:03,4611,280841,7953,Rose Gold Brooch,5095.92
2024-09-06,02:01,4611,280841,3064,Silver Necklace,8708.6
2024-01-25,11:22,4611,968794,8518,Titanium Pin,6983.36
2024-02-21,19:21,4611,292542,5738,Opal Pendant,4111.51
2024-09-19,15:41,4611,292542,2394,Emerald Earrings,6953.64
2024-05-16,04:49,4611,292542,7493,Titanium Pin,6983.36
2024-09-28,20:25,4611,728693,1399,Amethyst Pendant,2671.91
2024-04-16,15:34,4611,728693,5215,Amethyst Pendant,2671.91
2024-10-27,08:43,4611,728693,4178,Silver Wedding Ring,9820.93
2024-01-09,16:04,4611,309257,1323,Yellow Gold Pin,2022.39
2024-09-06,08:40,4611,309257,3402,Topaz Brooch,2856.83
2024-09-20,19:38,4611,832297,8740,Silver Wedding Ring,9820.93
2024-09-07,15:17,4611,832297,3722,Rose Gold Brooch,5095.92
2024-07-21,19:03,4611,390575,2494,Rose Gold Brooch,5095.92
2023-11-28,20:59,4611,390575,6622,Opal Pendant,4111.51
2024-03-24,20:19,4611,390575,3361,Silver Necklace,8708.6
2023-11-29,20:51,4611,390575,2509,Amethyst Pendant,2671.91
2024-07-01,23:45,4611,250900,1019,Silver Bracelet,6367.76
2024-03-25,09:10,4611,250900,4391,Amethyst Pendant,2671.91
2024-03-03,00:23,4611,250900,8072,Jade Ear Cuff,1087.53
2024-03-30,02:39,4611,580275,4894,Rose Gold Engagement Ring,9729.32
2023-11-20,13:46,4611,425295,9608,White Gold Wedding Bands,8150.74
2024-09-09,11:28,4611,425295,9275,Emerald Earrings,6953.64
2024-01-11,14:40,4611,425295,6150,Yellow Gold Pin,1303.1
2024-03-26,10:11,4611,425295,2482,Rose Gold Brooch,5095.92
2023-11-13,13:44,9722,285625,7829,Turquoise Wedding Ring,9346.68
2023-12-08,22:49,9722,285625,2985,Amber Necklace,8477.47
2024-04-10,17:08,9722,285625,2939,Sapphire Wedding Bands,3529.56
2024-08-20,01:51,9722,285625,7549,Amber Necklace,8477.47
2024-08-03,11:06,9722,706952,5451,Silver Anklet,5571.96
2024-07-02,17:44,9722,706952,6358,Jade Earrings,1363.03
2024-07-27,14:23,9722,706952,8903,Yellow Gold Pin,7933.73
2024-01-12,20:52,9722,706952,3443,Sapphire Wedding Bands,3529.56
2024-04-02,12:59,9722,706952,7976,Diamond Nose Ring,7516.02
2024-02-10,02:40,9722,577818,1078,Titanium Pendant,3128.32
2024-02-19,21:04,9722,571868,4760,Amethyst Ring,4287.0
2024-03-19,08:03,9722,571868,1231,Jade Earrings,1363.03
2024-02-28,07:22,9722,292136,7955,Amber Ring,9683.71
2024-09-14,03:38,9722,292136,5466,Silver Anklet,5571.96
2024-02-02,12:00,9722,292136,3142,Diamond Nose Ring,7516.02
2024-08-14,17:30,9722,786063,1909,Topaz Anklet,2989.28
2024-09-17,07:05,9722,786063,4299,Amethyst Ring,4287.0
2024-07-09,07:18,9722,786063,6105,Yellow Gold Wedding Bands,380.5
2024-02-02,04:57,9722,786063,3394,Turquoise Pendant,9564.48
2024-05-17,16:02,9722,511510,1232,Diamond Pin,4000.95
2024-10-30,20:31,9722,121609,4230,Sapphire Wedding Bands,3529.56
2023-12-01,12:47,9722,121609,1447,Amethyst Ring,4287.0
2024-07-12,00:32,9722,121609,1971,Jade Earrings,1363.03
2024-01-07,10:43,9722,845776,5107,Amber Ring,5649.14
2023-12-27,13:54,9722,845776,3465,Diamond Bracelet,3310.5
2024-11-06,15:45,9722,856137,6470,Yellow Gold Pin,7933.73
2023-12-17,21:28,9722,328803,1495,Amber Necklace,8477.47
2024-02-16,10:24,9722,328803,5688,Turquoise Pendant,9564.48
2023-12-11,11:13,9722,328803,8723,Diamond Bracelet,3310.5
2024-06-02,01:09,9722,235616,6209,Onyx Brooch,2884.41
2024-08-28,03:59,9722,235616,6702,Titanium Pendant,2605.61
2024-09-20,10:44,9722,734703,2636,Jade Earrings,1363.03
2024-10-07,05:40,9722,734703,3773,Yellow Gold Wedding Bands,380.5
2024-05-07,01:29,9722,734703,6464,Amethyst Ear Cuff,2923.86
2023-12-29,01:11,9722,734703,6599,Amber Bracelet,1700.26
2024-04-20,17:56,9722,171028,3274,Rose Gold Earrings,4155.93
2024-03-24,07:47,9722,963866,5911,Amethyst Ear Cuff,2923.86
2023-11-09,23:02,9722,963866,6411,Sapphire Brooch,627.13
2024-07-04,03:15,2828,676733,1898,Diamond Nose Ring,5862.9
2024-07-31,14:45,2828,676733,8056,Yellow Gold Necklace,2467.71
2024-01-21,05:48,2828,632951,6831,Sapphire Pin,6883.09
2024-05-23,15:53,2828,757220,7439,Onyx Anklet,5109.64
2024-10-08,21:53,2828,121187,7904,Sapphire Ear Cuff,2197.09
2024-07-20,07:58,2828,121187,5827,Onyx Anklet,5109.64
2023-12-06,08:05,2828,716559,6672,Emerald Necklace,9208.03
2023-12-06,23:41,2828,716155,1387,Opal Pendant,4532.0
2024-05-10,11:45,2828,716155,8544,Onyx Necklace,8508.94
2024-01-15,18:48,2828,799939,6297,Platinum Wedding Bands,1152.36
2024-01-01,17:53,2828,799939,3474,Silver Brooch,1552.88
2024-07-26,12:56,2828,414564,9148,Ruby Brooch,7832.18
2023-12-12,04:38,2828,414564,4663,Amber Engagement Ring,109.77
2023-12-26,03:53,2828,414564,4194,Sapphire Ear Cuff,2197.09
2024-01-20,15:52,6373,382161,5194,Sapphire Necklace,5905.09
2024-08-05,05:59,6373,382161,9062,Titanium Engagement Ring,8907.55
2024-04-14,23:19,6373,382161,4778,Titanium Brooch,9832.9
2024-08-17,05:25,6373,382161,6694,Amber Wedding Bands,5444.12
2024-07-07,15:50,6373,382161,7157,Topaz Pendant,9900.46
2024-05-16,20:38,6373,761933,4083,Titanium Engagement Ring,8907.55
2024-05-13,15:24,6373,761933,3646,Sapphire Pin,987.71
2024-01-12,16:48,6373,648795,8923,Amber Wedding Bands,5444.12
2024-02-14,05:34,6373,508982,2952,Topaz Pendant,9900.46
2023-12-08,20:54,6373,508982,9485,Opal Nose Ring,1076.21
2023-12-02,04:33,6373,508982,5542,Amber Wedding Bands,5444.12
2024-03-02,18:47,6373,508982,9044,Topaz Necklace,652.13
2023-12-07,03:57,6373,508982,8816,Titanium Engagement Ring,8907.55
2024-07-20,18:36,6373,872932,5097,Amber Wedding Bands,5444.12
2024-02-12,17:24,6373,872932,1706,Topaz Pendant,9900.46
2024-05-30,13:12,6373,872932,9209,Opal Nose Ring,1076.21
2024-01-22,19:49,6373,872932,7222,Silver Wedding Ring,7154.53
2024-06-30,19:15,6373,119522,9875,Aquamarine Brooch,8083.63
